tp,fp,tn,fn,precision,accuracy,recall,train_dataset_len,test_dataset_len,source_sequence_len,source_sequence,determinism,model,dataset,target_cat,pop_size,generations,halloffame_ratio,fitness_alpha,allowed_mutations,include_sink,mut_prob,crossover_prob,genetic_topk,mutation_params,generation_strategy,ignore_genetic_split,jaccard_threshold,timestamp
1151,245,1195,3696,82.45,37.32,23.75,"(6324, 1797)","(4847, 1440)",50,"553,58,499,233,924,34,1010,4,865,835,132,541,818,504,749,527,803,128,251,213,710,1446,193,896,853,397,1189,779,1278,581,1584,634,66,901,376,814,656,550,902,955,788,947,765,1078,1101,459,427,629,363,1527",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
990,309,2232,2732,76.21,51.44,26.6,"(5018, 2693)","(3722, 2541)",19,"49,158,270,569,99,861,52,176,377,344,361,1,61,653,290,96,492,2,752",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
1965,50,577,3939,97.52,38.92,33.28,"(7271, 598)","(5904, 627)",50,"87,863,18,401,351,456,746,12,882,326,358,61,404,174,74,78,13,5,595,88,1025,137,205,141,25,653,512,720,134,503,190,50,405,322,132,349,705,69,356,615,394,279,366,407,131,492,182,204,424,555",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
1120,204,1432,3465,84.59,41.02,24.43,"(5927, 1957)","(4585, 1636)",50,"54,251,254,1073,433,602,9,593,304,260,180,367,84,115,530,684,533,1215,379,988,375,288,553,151,337,137,448,4,425,143,574,311,250,705,657,634,974,1055,422,160,1106,854,147,26,708,294,174,952,632,1025",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
628,426,3598,1938,59.58,64.13,24.47,"(3147, 4400)","(2566, 4024)",29,"332,158,41,49,961,861,61,815,99,136,190,53,530,167,192,69,949,278,180,352,624,655,630,201,102,620,13,312,360",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
706,224,2205,3417,75.91,44.43,17.12,"(4946, 2555)","(4123, 2429)",50,"374,48,232,217,477,202,400,183,113,916,802,901,457,355,66,98,699,505,115,254,148,369,376,404,759,297,475,250,325,47,26,209,55,137,830,438,77,1123,152,838,939,370,220,528,1238,418,451,198,279,744",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
645,305,3589,2076,67.89,64.01,23.7,"(3639, 4153)","(2721, 3894)",43,"2,492,140,44,158,752,117,358,372,210,154,428,288,50,53,141,25,696,356,366,662,190,189,614,11,874,31,645,64,199,142,535,677,74,13,88,365,383,824,1007,159,1127,414",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
383,216,3142,2353,63.94,57.84,14.0,"(4087, 4075)","(2736, 3358)",50,"841,484,104,303,137,141,18,578,40,268,132,614,152,615,1078,683,567,182,414,657,404,492,388,653,191,666,134,11,771,746,57,943,483,102,601,330,663,630,562,239,72,240,312,277,222,7,200,390,289,348",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
1394,35,1564,3063,97.55,48.84,31.28,"(5569, 2151)","(4457, 1599)",50,"104,401,74,708,1176,141,1535,1601,1453,553,648,121,366,763,408,771,1260,491,453,388,1115,328,1127,40,96,225,567,566,935,52,29,1035,152,1569,1227,578,465,1332,299,137,337,957,978,404,18,1326,1173,177,1317,26",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
368,309,4295,1321,54.36,74.1,21.79,"(2317, 5577)","(1689, 4604)",23,"290,2,1561,140,105,1,61,244,1344,401,13,323,50,31,1417,408,78,243,970,644,372,356,1077",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
1214,243,2534,2729,83.32,55.77,30.79,"(5017, 2945)","(3943, 2777)",26,"290,118,126,67,78,619,32,33,240,455,187,245,885,37,545,409,477,35,937,239,695,79,57,162,1313,1073",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
301,203,3569,2475,59.72,59.1,10.84,"(3785, 4702)","(2776, 3772)",46,"290,96,653,361,176,118,52,892,1024,145,190,551,102,67,450,257,276,255,32,240,226,126,204,330,241,755,57,358,109,92,35,10,53,37,248,25,78,13,503,567,260,404,303,50,1035,69",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
220,167,4028,2035,56.85,65.86,9.76,"(3093, 4981)","(2255, 4195)",50,"121,723,874,50,696,645,513,11,84,243,877,328,971,1083,1124,358,502,53,677,648,863,260,104,205,224,566,453,365,176,782,349,87,18,614,366,535,407,137,404,532,178,142,141,290,69,78,428,158,25,596",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
145,82,4164,2497,63.88,62.56,5.49,"(3513, 4513)","(2642, 4246)",50,"109,298,623,274,493,201,102,230,817,472,572,217,357,67,495,157,236,148,710,35,434,82,248,481,112,32,285,196,30,186,889,259,9,321,322,37,65,497,255,857,368,658,95,240,79,97,119,755,980,20",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
179,45,3346,2803,79.91,55.31,6.0,"(3904, 3794)","(2982, 3391)",27,"49,653,84,1035,488,513,69,53,358,90,50,154,59,190,365,282,134,453,25,29,87,78,723,210,648,696,141",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
2137,76,904,3340,96.57,47.1,39.02,"(6827, 978)","(5477, 980)",50,"447,177,26,578,182,468,159,1040,763,453,410,1037,404,351,88,282,12,178,98,1105,526,1068,345,337,1137,491,873,108,444,657,1007,435,556,162,390,409,241,630,817,419,562,261,475,151,202,32,35,157,102,167",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
759,232,2720,2818,76.59,53.29,21.22,"(4504, 3534)","(3577, 2952)",22,"1,492,290,569,99,269,41,1230,44,61,1193,653,86,158,224,361,861,340,1201,1232,1344,961",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
429,313,3487,2237,57.82,60.56,16.09,"(3754, 4116)","(2666, 3800)",50,"182,862,142,677,137,863,614,13,159,414,453,78,578,433,141,279,657,26,1007,435,174,705,532,708,894,166,337,333,230,521,809,37,357,694,83,126,318,668,312,493,209,47,355,208,471,148,736,802,167,348",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
1276,261,1828,3111,83.02,47.93,29.09,"(5750, 2537)","(4387, 2089)",50,"588,330,889,450,424,735,230,568,906,236,829,321,439,186,277,308,548,696,612,441,318,897,502,319,507,470,704,101,541,1017,914,409,170,695,937,647,29,513,785,407,245,7,261,316,87,1038,90,678,59,92",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
567,93,3452,2185,85.91,63.82,20.6,"(3972, 4173)","(2752, 3545)",20,"492,405,61,44,96,145,361,852,154,11,178,223,535,174,87,643,337,1078,515,657",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
831,345,1949,3488,70.66,42.04,19.24,"(5315, 2962)","(4319, 2294)",41,"290,996,61,52,498,158,140,44,361,118,96,2,572,217,175,113,6,360,255,190,493,562,1131,321,245,201,192,50,624,726,248,102,261,348,53,66,83,548,358,162,240",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
1143,209,2304,2879,84.54,52.75,28.42,"(5331, 2915)","(4022, 2513)",27,"492,513,59,50,223,1240,358,1023,13,598,53,503,1390,90,1075,149,696,356,1287,601,596,877,649,379,190,210,64",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
24,48,5581,794,33.33,86.94,2.93,"(1259, 6760)","(818, 5629)",50,"332,60,677,1173,468,690,1139,111,343,93,21,1050,426,470,311,1009,448,541,686,193,15,818,438,902,975,899,743,838,459,1041,835,469,549,827,169,1114,1263,718,1338,629,1268,1279,769,833,880,253,52,882,88,1120",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
321,173,3092,2945,64.98,52.26,9.83,"(4612, 3506)","(3266, 3265)",47,"61,275,145,669,53,358,69,25,365,279,404,18,24,615,137,104,446,465,578,1105,416,192,1029,92,308,57,348,102,434,312,35,162,27,241,100,202,58,409,97,230,23,32,284,351,232,548,364",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
416,428,3827,1721,49.29,66.38,19.47,"(2852, 5256)","(2137, 4255)",30,"2,290,158,41,569,756,816,892,1226,99,361,73,609,1244,653,25,50,408,29,90,388,53,365,874,303,503,356,1115,59,601",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
399,152,3780,2150,72.41,64.48,15.65,"(3329, 4380)","(2549, 3932)",22,"61,154,404,371,972,24,67,202,1029,544,85,162,590,102,30,57,519,434,691,274,69,644",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
269,56,3605,2643,82.77,58.94,9.24,"(3657, 3983)","(2912, 3661)",30,"569,2,158,290,41,609,653,99,52,421,1244,344,977,628,1226,1016,244,998,49,140,1230,595,392,737,118,188,520,1104,816,361",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
353,210,3254,2400,62.7,58.02,12.82,"(3490, 4555)","(2753, 3464)",50,"61,752,613,201,563,102,817,472,243,25,357,180,67,181,278,217,89,308,258,486,212,79,95,141,343,614,48,196,749,289,103,802,500,424,162,210,240,630,241,33,355,63,696,119,372,113,97,315,322,293",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
875,249,2731,2406,77.85,57.59,26.67,"(4611, 3419)","(3281, 2980)",50,"1064,221,298,217,114,612,67,102,695,291,874,190,94,201,175,53,658,113,921,1314,162,661,362,58,862,497,514,157,23,104,136,322,726,453,35,103,624,367,205,867,126,551,241,730,187,84,472,167,338,1021",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
321,303,3786,2059,51.44,63.49,13.49,"(3044, 4917)","(2380, 4089)",19,"290,158,1,492,921,59,162,593,322,113,320,248,25,103,58,201,601,242,255",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
283,75,3564,2573,79.05,59.23,9.91,"(3779, 4202)","(2856, 3639)",46,"653,61,99,595,361,503,141,863,53,178,746,167,90,499,277,322,1064,78,18,1107,9,367,591,180,349,527,258,366,292,84,321,671,436,311,125,179,294,634,719,38,144,34,1055,16,779,519",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
387,202,4157,1511,65.7,72.62,20.39,"(3126, 5149)","(1898, 4359)",19,"96,356,25,601,299,78,677,46,1105,1107,1320,84,408,90,1457,347,811,381,609",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
1043,184,1467,3943,85.0,37.82,20.92,"(6159, 2020)","(4986, 1651)",49,"158,358,121,61,502,210,59,53,696,84,50,24,25,972,303,503,453,648,414,191,862,141,11,531,182,645,13,404,26,190,78,104,446,578,337,176,18,98,279,410,137,532,299,772,382,407,268,971,174",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
366,141,2743,3159,72.19,48.51,10.38,"(4091, 3866)","(3525, 2884)",35,"381,269,752,839,61,421,405,961,73,140,105,852,861,951,86,252,96,99,361,188,49,176,214,653,586,998,118,52,492,2,290,808,756,44,1193",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
39,99,4920,1465,28.26,76.02,2.59,"(1936, 6223)","(1504, 5019)",28,"492,405,252,737,190,179,177,358,78,59,874,69,90,53,199,152,125,197,407,87,416,132,410,178,444,1162,174,394",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
412,222,3479,2119,64.98,62.44,16.28,"(3317, 4433)","(2531, 3701)",50,"381,405,158,290,752,227,192,93,241,90,274,620,37,100,1070,437,330,248,190,217,175,362,295,486,358,658,221,547,391,409,1072,575,101,943,1197,466,128,1181,180,527,874,222,857,950,570,921,558,334,304,513",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
1398,209,1633,3224,86.99,46.89,30.25,"(6016, 1683)","(4622, 1842)",50,"717,209,114,232,310,115,294,719,277,216,779,828,425,194,14,884,608,158,421,547,756,961,492,61,49,956,1024,86,687,53,553,12,90,78,341,303,84,358,69,863,50,96,550,25,601,174,137,670,424,509",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
794,198,1882,3848,80.04,39.81,17.1,"(5719, 2194)","(4642, 2080)",50,"648,159,790,824,383,614,775,1160,566,645,229,178,337,511,234,446,197,74,936,447,972,42,349,524,88,389,1019,5,2,131,720,1,105,864,512,961,492,892,185,347,569,116,891,1024,861,631,398,1117,682,732",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
468,245,3196,2396,65.64,58.11,16.34,"(4005, 3946)","(2864, 3441)",50,"202,1050,466,611,1027,878,212,550,419,1029,889,203,143,21,741,688,368,227,9,747,867,920,483,254,77,8,475,1006,600,727,557,425,330,448,875,456,251,1091,322,974,17,7,418,988,588,896,684,822,161,386",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
657,160,2514,2982,80.42,50.23,18.05,"(4507, 3370)","(3639, 2674)",50,"358,356,78,1197,74,1035,154,50,87,243,142,601,644,141,433,407,874,388,210,84,104,42,134,447,98,1070,13,69,159,24,11,26,553,40,299,29,444,1077,137,705,132,404,782,366,18,766,234,488,351,12",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
2197,33,421,3766,98.52,40.8,36.84,"(7376, 667)","(5963, 454)",50,"343,368,217,480,180,308,1108,48,535,93,167,587,208,87,650,433,367,277,89,248,304,32,497,138,312,95,298,507,362,400,352,37,257,402,161,661,542,355,475,865,404,350,142,30,151,393,139,157,61,752",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
1233,24,869,4332,98.09,32.55,22.16,"(7069, 1007)","(5565, 893)",50,"569,361,252,96,409,190,450,623,360,539,274,661,126,486,109,261,1072,695,57,562,885,79,300,134,334,357,72,101,32,240,111,50,1398,119,1017,138,67,175,95,731,813,51,362,598,90,358,503,513,696,178",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
186,155,3695,1907,54.55,65.3,8.89,"(2948, 4987)","(2093, 3850)",22,"72,68,601,943,857,200,356,300,10,64,990,703,575,331,493,700,619,670,639,236,768,461",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
474,259,2902,2711,64.67,53.2,14.88,"(4173, 3692)","(3185, 3161)",50,"312,369,26,404,148,457,355,505,254,48,475,759,209,590,83,137,297,66,370,77,232,901,744,699,147,15,652,1238,1093,220,198,544,1037,427,532,1019,24,279,912,591,366,9,436,932,311,890,294,527,750,507",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
1371,227,1031,3520,85.79,39.06,28.03,"(6279, 1359)","(4891, 1258)",50,"815,252,498,44,356,401,257,322,298,95,312,37,940,32,217,183,362,749,7,30,400,507,459,505,77,254,138,157,475,169,355,402,155,76,477,250,463,387,747,711,124,43,163,759,560,742,80,173,927,198",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
537,505,3790,1963,51.54,63.68,21.48,"(3415, 4625)","(2500, 4295)",50,"439,368,183,358,255,245,230,747,232,146,322,292,312,48,250,574,97,284,547,8,670,424,143,477,57,119,180,67,802,27,75,362,103,58,157,481,35,308,466,584,265,797,878,233,123,71,254,804,436,529",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
332,38,2763,3306,89.73,48.07,9.13,"(4872, 3572)","(3638, 2801)",32,"252,492,290,118,405,653,358,503,53,50,303,25,11,566,121,69,178,648,78,407,404,177,351,179,578,152,197,24,446,410,125,174",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
1117,206,1308,3587,84.43,39.0,23.75,"(6042, 1620)","(4704, 1514)",50,"137,1295,491,410,104,60,1035,589,1077,763,1094,279,225,404,98,782,1037,1552,771,1011,393,453,179,856,69,862,648,863,488,11,323,337,524,351,307,234,168,919,182,174,107,229,526,191,417,26,456,177,118,1179",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
1116,164,1613,3624,87.19,41.88,23.54,"(6216, 1960)","(4740, 1777)",50,"55,66,77,254,438,376,540,250,759,370,83,418,198,544,979,1261,459,528,477,308,367,551,194,779,9,34,550,227,948,650,835,608,364,193,469,395,114,155,62,315,618,514,1041,143,1006,656,778,169,1074,43",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
282,267,3495,2538,51.37,57.38,10.0,"(3847, 4086)","(2820, 3762)",50,"793,389,526,304,557,1337,56,435,779,283,848,866,917,468,469,107,946,765,446,182,561,168,329,174,1113,1213,337,38,895,1308,679,970,201,983,54,863,100,58,239,661,261,731,889,741,67,321,538,101,503,548",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
934,499,2654,2329,65.18,55.92,28.62,"(4652, 3444)","(3263, 3153)",32,"41,176,96,569,50,134,13,190,25,358,90,874,78,210,433,189,553,407,59,149,351,53,713,152,648,408,708,121,178,107,137,404",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
400,75,3278,2522,84.21,58.61,13.69,"(4016, 3642)","(2922, 3353)",25,"96,61,252,145,669,1230,377,361,275,996,720,41,99,281,945,405,269,653,1099,1117,492,290,207,86,609",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
2439,94,1047,2900,96.29,53.8,45.68,"(6489, 1482)","(5339, 1141)",50,"670,493,1427,474,1302,424,170,342,499,263,200,1475,1239,430,412,91,990,780,1170,914,720,667,116,253,682,5,843,185,131,262,326,783,596,553,1160,713,354,396,398,1262,215,256,840,631,1293,1001,1399,610,1449,1099",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
1914,101,368,4067,94.99,35.38,32.0,"(7448, 582)","(5981, 469)",50,"1258,276,365,507,481,619,1241,15,104,87,62,835,710,262,7,357,66,1093,979,376,629,231,472,346,54,245,192,1029,865,33,538,119,473,58,136,284,1021,6,726,1178,101,80,314,774,574,173,436,608,699,832",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
299,416,3801,1870,41.82,64.2,13.79,"(3074, 4978)","(2169, 4217)",50,"515,1020,56,465,890,608,528,312,585,437,545,751,272,619,276,472,1461,260,1027,858,27,704,9,726,853,265,34,294,16,1055,324,1002,420,550,329,333,469,556,835,461,363,969,924,814,999,389,1101,487,5,767",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
926,275,2851,2675,77.1,56.15,25.72,"(4490, 3330)","(3601, 3126)",50,"539,726,84,623,50,187,1386,506,844,32,212,119,486,582,455,604,983,217,92,868,102,796,327,320,222,966,276,700,255,231,227,751,25,146,755,104,305,978,661,1098,483,143,764,432,357,390,568,658,409,242",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
