tp,fp,tn,fn,precision,accuracy,recall,train_dataset_len,test_dataset_len,source_sequence_len,source_sequence,determinism,model,dataset,target_cat,pop_size,generations,halloffame_ratio,fitness_alpha,allowed_mutations,include_sink,mut_prob,crossover_prob,genetic_topk,mutation_params,generation_strategy,ignore_genetic_split,jaccard_threshold,timestamp
140,107,4147,1975,56.68,67.31,6.62,"(2897, 5063)","(2115, 4254)",21,"492,2,347,61,158,752,281,569,44,864,653,140,86,1258,269,96,1024,105,270,253,332",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
967,189,2299,2752,83.65,52.62,26.0,"(5203, 2729)","(3719, 2488)",27,"244,290,653,158,41,752,569,44,118,252,401,74,643,5,2,1252,140,31,1415,357,146,453,378,424,178,903,843",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
527,56,2328,3298,90.39,45.98,13.78,"(5143, 2878)","(3825, 2384)",50,"74,191,648,1240,142,18,856,61,452,268,771,978,615,299,176,801,511,1154,26,556,24,468,200,291,575,10,844,263,236,857,331,568,493,300,1156,170,1128,803,773,809,295,780,1318,378,424,914,1302,1097,512,140",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
1032,267,2057,3161,79.45,47.4,24.61,"(5379, 2643)","(4193, 2324)",50,"653,99,756,378,192,472,102,21,71,358,32,162,802,741,79,205,896,857,588,101,183,696,190,368,180,54,457,245,103,507,232,114,57,310,121,69,221,113,1156,648,255,1017,321,248,294,201,1,167,48,34",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
142,77,3176,2986,64.84,52.0,4.54,"(4192, 4061)","(3128, 3253)",50,"861,492,2,61,176,752,158,569,99,405,141,358,210,453,53,26,404,351,24,137,1014,771,1197,268,383,513,372,74,87,433,50,366,84,182,18,107,468,1211,368,278,201,113,218,897,241,79,327,548,338,7",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
1043,228,1864,3135,82.06,46.36,24.96,"(5753, 2454)","(4178, 2092)",20,"190,25,69,178,446,174,279,104,404,137,720,53,388,351,176,1035,361,121,358,653",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
877,261,3063,2616,77.07,57.8,25.11,"(4511, 3543)","(3493, 3324)",50,"425,173,473,962,204,324,202,179,180,1129,7,407,615,719,591,704,17,98,69,1066,125,683,227,137,24,611,457,104,156,233,1077,254,574,65,557,378,432,135,373,18,1144,294,529,84,212,194,183,292,436,802",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
1075,161,1279,3806,86.97,37.24,22.02,"(6178, 2058)","(4881, 1440)",49,"381,492,73,244,290,405,2,158,105,49,99,44,281,653,270,861,118,961,361,485,815,252,970,243,1085,601,142,134,50,323,1197,90,53,503,59,11,210,121,306,358,696,13,407,69,874,78,178,863,87",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
631,499,2603,2498,55.84,51.9,20.17,"(4585, 3446)","(3129, 3102)",50,"319,276,50,300,497,874,661,513,263,192,700,33,109,162,10,596,222,455,362,733,184,240,308,334,562,126,731,187,694,261,819,889,149,120,299,726,547,695,1379,943,630,201,360,509,1,755,217,190,539,658",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
1466,136,761,3839,91.51,35.91,27.63,"(6877, 1230)","(5305, 897)",50,"1207,853,948,18,107,1007,206,227,556,252,1259,286,414,511,182,657,164,779,364,446,1150,1268,818,515,174,1133,1105,1211,549,57,136,160,104,531,386,529,219,444,123,425,28,1101,573,1238,1258,480,142,5,372,1059",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
601,258,2706,2745,69.97,52.41,17.96,"(4484, 3566)","(3346, 2964)",50,"358,59,306,11,643,12,1294,88,383,149,25,598,223,129,243,407,862,104,535,433,303,199,404,26,87,13,1124,84,29,1077,614,1535,152,657,182,24,349,279,532,410,414,137,1007,1032,132,972,810,511,174,1012",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
375,224,2816,2700,62.6,52.18,12.2,"(4483, 3694)","(3075, 3040)",50,"201,1202,432,409,501,334,419,694,472,1498,624,1064,54,192,228,553,316,260,461,319,466,541,258,65,441,499,588,367,581,58,173,671,1285,17,381,623,322,35,227,109,97,596,670,539,112,783,10,255,513,741",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
1288,286,1852,3136,81.83,47.85,29.11,"(5828, 2341)","(4424, 2138)",50,"141,24,457,365,553,531,87,404,615,708,26,279,104,1078,182,435,565,152,371,705,772,532,972,268,197,782,526,573,850,971,159,410,1068,446,657,414,468,127,770,417,25,308,358,209,58,481,157,100,66,1098",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
1388,269,1701,2716,83.77,50.86,33.82,"(5509, 2412)","(4104, 1970)",50,"802,318,146,183,232,209,623,348,47,505,477,475,83,350,759,544,77,353,369,148,37,32,30,155,76,751,138,139,497,507,402,113,67,190,201,453,432,102,217,274,457,79,724,261,35,857,248,943,242,126",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
57,44,4699,1478,56.44,75.76,3.71,"(2196, 5619)","(1535, 4743)",50,"778,1020,1426,660,469,191,866,1049,880,517,995,765,1541,515,1291,753,629,118,782,8,268,421,424,178,378,13,158,154,74,569,447,2,131,361,341,221,1121,548,499,653,324,670,623,720,492,607,145,405,861,99",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
413,279,3486,2521,59.68,58.2,14.08,"(3354, 4157)","(2934, 3765)",32,"290,1,492,244,381,653,951,756,808,1003,252,41,816,270,207,1168,176,579,332,340,188,52,752,73,361,117,118,900,86,815,669,347",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
136,69,4217,1866,66.34,69.23,6.79,"(2996, 5163)","(2002, 4286)",50,"501,94,30,58,670,175,217,724,334,322,883,101,432,241,390,562,201,54,308,506,285,289,639,239,32,300,109,171,1147,734,857,591,990,409,35,221,186,136,623,6,64,72,785,588,1010,190,474,48,492,372",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
797,163,2677,2849,83.02,53.56,21.86,"(4507, 3371)","(3646, 2840)",50,"356,298,865,572,372,419,466,95,261,236,823,661,218,162,1454,318,274,192,819,289,217,6,355,257,768,434,472,432,32,308,183,503,248,102,1402,142,58,209,696,54,167,119,630,691,312,13,141,255,157,1181",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
59,65,4880,1684,47.58,73.85,3.38,"(2220, 5897)","(1743, 4945)",50,"248,330,58,162,298,432,114,541,251,755,477,358,101,112,802,23,735,367,217,29,319,503,192,240,48,453,980,33,90,119,190,210,180,548,406,84,348,407,69,138,21,463,466,276,665,71,624,122,510,378",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
2067,145,536,3623,93.44,40.86,36.33,"(7130, 841)","(5690, 681)",50,"358,104,53,190,210,553,13,102,257,726,37,35,357,226,248,79,67,175,103,1098,658,180,334,285,318,157,455,146,1116,475,691,390,472,368,278,231,507,619,509,245,983,483,513,290,32,240,298,60,696,90",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
508,233,2611,3135,68.56,48.08,13.94,"(4488, 3064)","(3643, 2844)",50,"517,26,615,279,247,351,690,769,371,127,675,416,775,302,298,352,102,110,434,250,322,151,217,23,230,312,101,863,196,113,348,32,57,58,103,368,519,374,162,733,493,7,720,262,882,86,13,154,12,268",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
798,170,1821,3540,82.44,41.38,18.4,"(5616, 2206)","(4338, 1991)",50,"308,292,966,114,436,104,284,407,412,741,803,854,144,136,617,1254,684,608,657,813,822,346,331,581,258,196,366,83,39,48,785,311,1469,294,591,1061,550,1025,174,58,111,201,734,101,330,570,149,724,240,509",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
1075,227,1687,3544,82.57,42.28,23.27,"(5744, 1860)","(4619, 1914)",50,"352,747,312,114,289,222,402,257,735,162,308,102,348,23,248,251,507,32,360,493,192,218,497,480,404,353,400,330,342,236,230,338,83,267,736,495,358,339,721,105,270,891,253,460,1024,275,669,996,86,500",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
2066,131,436,3787,94.04,38.97,35.3,"(7275, 684)","(5853, 567)",50,"15,939,83,426,759,838,297,830,1114,528,1364,629,459,1291,1229,735,308,322,35,330,227,694,489,390,167,368,823,248,94,180,106,277,304,480,593,761,289,184,924,89,633,558,259,97,109,550,592,867,309,424",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
142,59,3965,2183,70.65,64.69,6.11,"(2980, 4967)","(2325, 4024)",50,"146,289,1540,1402,261,82,304,1150,226,33,342,924,585,278,623,157,613,37,1246,695,441,115,802,79,57,980,265,466,768,274,54,103,703,319,901,1015,981,982,76,114,65,439,480,292,315,1181,155,541,89,587",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
999,173,1133,3987,85.24,33.88,20.04,"(6287, 1432)","(4986, 1306)",50,"10,180,404,817,782,661,499,90,222,432,623,481,237,69,823,519,1285,650,588,405,84,959,671,1050,434,413,988,368,477,424,562,788,878,348,1302,295,887,707,187,412,72,300,79,493,630,317,1339,673,104,135",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
86,28,4733,1555,75.44,75.27,5.24,"(2458, 5543)","(1641, 4761)",50,"121,414,1007,615,64,141,26,197,404,401,98,1037,303,84,644,657,578,782,137,532,107,24,337,972,279,978,677,894,526,524,515,769,632,511,278,530,237,51,310,27,684,233,434,481,797,153,1050,545,85,118",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
1870,56,454,4030,97.09,36.26,31.69,"(7358, 629)","(5900, 510)",50,"4,741,311,193,671,319,9,1144,375,376,658,448,818,329,634,835,156,268,409,390,1025,294,202,58,310,615,527,529,1283,854,194,1078,206,1113,317,718,469,47,177,178,258,34,16,144,292,303,1217,720,555,131",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
1820,127,838,3585,93.48,41.73,33.67,"(6814, 1123)","(5405, 965)",50,"112,310,23,784,175,735,798,436,57,717,157,162,111,529,32,294,719,1180,1216,795,373,322,10,236,429,180,321,270,152,407,34,766,52,103,476,1029,76,337,720,131,281,140,682,815,891,81,743,453,311,49",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
807,150,1224,4268,84.33,31.49,15.9,"(6422, 1539)","(5075, 1374)",50,"9,974,144,973,890,566,229,416,1036,37,865,661,352,470,163,1071,743,758,999,131,512,105,492,5,1244,631,140,326,892,176,1117,185,1099,118,960,945,1230,815,586,669,1614,31,74,447,488,1140,12,70,208,366",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
869,406,2384,2791,68.16,50.43,23.74,"(4916, 3085)","(3660, 2790)",50,"101,939,91,592,198,890,472,759,160,465,286,1015,993,193,608,66,959,988,896,969,1318,427,418,173,15,373,1065,147,148,294,436,220,835,339,527,739,165,1109,279,1089,1093,1049,80,1102,299,765,1261,1142,1045,353",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
1633,181,882,4140,90.02,36.79,28.29,"(7116, 810)","(5773, 1063)",50,"237,122,374,318,147,784,400,54,71,384,156,679,591,605,183,337,227,27,647,69,87,721,194,292,590,57,267,294,283,58,32,102,511,290,596,248,298,240,243,638,387,154,835,718,550,2,798,720,357,326",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
1740,206,866,3639,89.41,40.4,32.35,"(6887, 1202)","(5379, 1072)",48,"891,861,1258,931,392,158,190,503,11,90,936,1162,365,13,205,78,178,69,243,154,513,351,121,601,179,18,404,24,137,435,132,279,26,177,417,1211,197,912,657,1103,174,191,635,1173,1120,1068,1105,416",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
1885,215,556,3700,89.76,38.4,33.75,"(7186, 729)","(5585, 771)",50,"369,148,759,802,47,115,477,202,475,699,232,505,457,7,55,77,147,254,307,370,15,376,544,198,418,939,532,438,459,528,247,30,32,57,67,548,58,434,319,27,160,1129,85,136,364,1096,219,842,273,90",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
1471,108,1157,3870,93.16,39.78,27.54,"(6657, 1294)","(5341, 1265)",50,"262,633,414,410,84,569,718,176,511,1280,217,316,383,178,240,544,232,551,137,160,529,157,525,30,115,28,191,192,505,26,457,190,96,243,531,653,52,405,336,154,763,118,669,121,279,556,337,1078,859,371",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
1049,238,1533,3784,81.51,39.1,21.7,"(6048, 1741)","(4833, 1771)",37,"49,492,752,140,158,653,44,96,377,176,571,99,405,52,78,69,31,358,25,141,142,74,210,50,104,199,696,154,645,268,53,125,746,404,553,11,365",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
107,63,3823,2189,62.94,63.57,4.66,"(3024, 4750)","(2296, 3886)",32,"61,190,290,356,535,696,502,25,50,874,503,358,74,393,645,243,638,149,673,863,366,428,407,205,96,383,288,372,1124,104,84,365",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
818,361,2471,2923,69.38,50.04,21.87,"(4716, 3199)","(3741, 2832)",22,"1,290,134,104,149,358,601,189,13,74,87,598,69,978,513,190,90,78,857,803,296,735",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
381,237,4015,1739,61.65,68.99,17.97,"(2787, 4705)","(2120, 4252)",50,"231,157,857,240,639,175,360,23,670,58,472,334,276,113,497,943,434,35,624,103,33,6,330,889,694,630,274,551,691,289,255,241,539,741,192,261,883,1017,72,100,126,437,419,217,348,135,95,102,726,162",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
291,127,2683,3288,69.62,46.55,8.13,"(4767, 3384)","(3579, 2810)",50,"502,74,26,856,366,1037,288,447,141,197,648,645,356,657,234,299,365,125,393,152,205,268,78,615,428,404,159,11,873,104,383,179,677,1115,837,524,13,810,553,972,1103,307,526,446,323,247,532,556,894,102",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
1419,186,1462,3487,88.41,43.96,28.92,"(6038, 1741)","(4906, 1648)",50,"15,220,622,147,438,427,995,721,372,852,905,108,132,697,444,1105,468,177,465,837,511,302,322,27,110,439,291,8,274,119,57,1165,303,515,763,907,1207,824,635,70,573,847,517,658,33,570,1444,247,61,299",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
599,258,3410,2522,69.89,59.05,19.19,"(3635, 4002)","(3121, 3668)",50,"545,202,486,978,547,959,282,48,735,372,245,365,535,519,204,470,7,87,102,319,501,84,655,419,300,424,395,243,91,601,58,476,1017,391,466,1180,541,988,914,212,694,327,443,40,488,473,817,783,1010,122",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
1695,113,700,3813,93.75,37.89,30.77,"(6995, 853)","(5508, 813)",28,"404,614,13,53,11,306,658,141,190,178,137,96,217,405,653,358,121,388,24,351,1160,30,23,343,32,192,486,103",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
237,146,3271,2991,61.88,52.79,7.34,"(4108, 3821)","(3228, 3417)",42,"61,158,96,861,252,270,41,956,49,269,176,1258,145,53,372,11,356,13,1077,614,601,25,104,50,78,566,210,121,70,306,401,74,578,531,141,358,696,863,125,365,648,936",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
560,130,1676,4078,81.16,34.7,12.07,"(5721, 1882)","(4638, 1806)",50,"156,213,350,592,83,514,890,114,34,560,747,212,155,418,19,294,76,315,684,529,842,339,1348,611,647,14,397,544,359,706,297,974,204,670,1149,173,457,522,1307,999,438,1366,169,1268,646,821,1110,154,720,105",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
601,272,2645,2933,68.84,50.32,17.01,"(4383, 3256)","(3534, 2917)",50,"222,365,346,7,782,832,315,532,212,83,448,26,199,1277,727,819,426,107,376,195,436,337,85,156,616,369,818,174,11,574,13,18,24,34,292,1014,166,705,345,197,98,137,108,1037,526,351,1120,468,556,168",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
243,158,2776,3211,60.6,47.26,7.04,"(4366, 3245)","(3454, 2934)",50,"51,1091,138,284,89,63,273,343,599,183,119,115,179,355,87,94,1029,443,232,375,180,1143,233,670,965,920,974,9,863,294,312,457,526,219,514,505,189,161,696,196,647,436,386,1129,407,137,539,875,75,878",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
370,223,2577,3382,62.39,44.98,9.86,"(5138, 2886)","(3752, 2800)",50,"421,52,332,649,31,190,11,351,1183,707,243,312,391,224,586,358,653,154,922,253,951,492,961,595,1146,347,571,214,639,768,236,436,270,372,390,572,103,298,140,714,274,72,105,1344,44,864,5,116,458,61",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
1989,29,761,3611,98.56,43.04,35.52,"(6757, 1083)","(5600, 790)",50,"26,657,1173,247,177,687,166,515,775,894,108,190,1310,279,512,614,306,1162,707,96,1195,61,550,718,835,1133,1180,12,383,434,1190,753,9,103,113,131,178,485,281,953,158,945,340,815,1024,99,586,377,852,1230",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Tue, 28 Jan 2025 08:11:20"
1584,663,5273,4718,70.49,56.03,25.13,"(7752, 7218)","(6302, 5936)",45,"178,290,154,362,322,733,1007,61,972,141,114,137,1055,312,348,241,112,53,32,298,321,89,368,492,493,572,356,1009,69,404,96,720,204,176,428,162,366,182,26,116,453,311,242,286,463",True,BERT4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic_categorized,True,0.5,"Wed, 29 Jan 2025 16:14:53"
