seq_idx,good_pop_ratio,good_normalized_seq_dist,good_seq_dist,bad_pop_ratio,bad_normalized_seq_dist,bad_seq_dist,determinism,model,dataset,pop_size,generations,halloffame_ratio,fitness_alpha,allowed_mutations,include_sink,mutation_params,timestamp
1,0.883,0.037,3.723,1.0,0.236,26.148,True,BERT4Rec,ml-1m,512,10,0.0,0.25,"('replace', 'swap', 'add', 'delete')",True,"(4, 4, 4)","Thu, 05 Dec 2024 20:10:15"
1,1.082,0.032,3.249,1.0,0.236,26.148,True,BERT4Rec,ml-1m,512,10,0.2,0.25,"('replace', 'swap', 'add', 'delete')",True,"(4, 4, 4)","Thu, 05 Dec 2024 20:10:48"
1,0.873,0.039,3.789,0.999,0.256,28.517,True,BERT4Rec,ml-1m,1024,10,0.0,0.25,"('replace', 'swap', 'add', 'delete')",True,"(4, 4, 4)","Thu, 05 Dec 2024 20:11:27"
1,1.073,0.033,3.289,0.999,0.256,28.517,True,BERT4Rec,ml-1m,1024,10,0.2,0.25,"('replace', 'swap', 'add', 'delete')",True,"(4, 4, 4)","Thu, 05 Dec 2024 20:12:26"
1,0.888,0.037,3.722,1.0,0.232,25.398,True,BERT4Rec,ml-1m,2048,10,0.0,0.25,"('replace', 'swap', 'add', 'delete')",True,"(4, 4, 4)","Thu, 05 Dec 2024 20:13:32"
1,1.088,0.032,3.251,1.0,0.232,25.398,True,BERT4Rec,ml-1m,2048,10,0.2,0.25,"('replace', 'swap', 'add', 'delete')",True,"(4, 4, 4)","Thu, 05 Dec 2024 20:15:26"
1,0.875,0.035,3.531,0.996,0.23,24.582,True,BERT4Rec,ml-1m,512,10,0.0,0.5,"('replace', 'swap', 'add', 'delete')",True,"(4, 4, 4)","Thu, 05 Dec 2024 20:17:25"
1,1.074,0.029,3.093,0.996,0.23,24.582,True,BERT4Rec,ml-1m,512,10,0.2,0.5,"('replace', 'swap', 'add', 'delete')",True,"(4, 4, 4)","Thu, 05 Dec 2024 20:18:00"
1,0.899,0.039,3.744,1.0,0.182,20.297,True,BERT4Rec,ml-1m,1024,10,0.0,0.5,"('replace', 'swap', 'add', 'delete')",True,"(4, 4, 4)","Thu, 05 Dec 2024 20:18:36"
1,1.1,0.033,3.263,1.0,0.182,20.297,True,BERT4Rec,ml-1m,1024,10,0.2,0.5,"('replace', 'swap', 'add', 'delete')",True,"(4, 4, 4)","Thu, 05 Dec 2024 20:19:36"
1,0.883,0.036,3.697,0.999,0.184,20.048,True,BERT4Rec,ml-1m,2048,10,0.0,0.5,"('replace', 'swap', 'add', 'delete')",True,"(4, 4, 4)","Thu, 05 Dec 2024 20:20:39"
1,1.083,0.031,3.224,0.999,0.184,20.048,True,BERT4Rec,ml-1m,2048,10,0.2,0.5,"('replace', 'swap', 'add', 'delete')",True,"(4, 4, 4)","Thu, 05 Dec 2024 20:22:44"
1,0.875,0.037,3.578,1.0,0.097,10.74,True,BERT4Rec,ml-1m,512,10,0.0,0.75,"('replace', 'swap', 'add', 'delete')",True,"(4, 4, 4)","Thu, 05 Dec 2024 20:24:52"
1,1.074,0.031,3.127,1.0,0.097,10.74,True,BERT4Rec,ml-1m,512,10,0.2,0.75,"('replace', 'swap', 'add', 'delete')",True,"(4, 4, 4)","Thu, 05 Dec 2024 20:25:30"
1,0.892,0.034,3.518,0.999,0.116,12.66,True,BERT4Rec,ml-1m,1024,10,0.0,0.75,"('replace', 'swap', 'add', 'delete')",True,"(4, 4, 4)","Thu, 05 Dec 2024 20:26:13"
1,1.091,0.029,3.076,0.999,0.116,12.66,True,BERT4Rec,ml-1m,1024,10,0.2,0.75,"('replace', 'swap', 'add', 'delete')",True,"(4, 4, 4)","Thu, 05 Dec 2024 20:27:25"
1,0.858,0.035,3.579,0.999,0.115,12.782,True,BERT4Rec,ml-1m,2048,10,0.0,0.75,"('replace', 'swap', 'add', 'delete')",True,"(4, 4, 4)","Thu, 05 Dec 2024 20:28:35"
1,1.058,0.03,3.119,0.999,0.115,12.782,True,BERT4Rec,ml-1m,2048,10,0.2,0.75,"('replace', 'swap', 'add', 'delete')",True,"(4, 4, 4)","Thu, 05 Dec 2024 20:30:50"
