determinism,model,dataset,pop_size,generations,halloffame_ratio,fitness_alpha,allowed_mutations,include_sink,mut_prob,crossover_prob,genetic_topk,mutation_params,generation_strategy,ignore_genetic_split,jaccard_threshold,split,gen_target_y@1,fidelity_score@1,count,fidelity_score@5,fidelity_score@10,fidelity_score@20,fidelity_gen_score@1,fidelity_gen_score@5,fidelity_gen_score@10,fidelity_gen_score@20
True,BERT4Rec,ml-100k,2048,20,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"(None, 10, 0)",{1},0.3333333333333333,12,0.16666666666666666,0.08333333333333333,0.08333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.25
True,BERT4Rec,ml-100k,2048,20,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(2, 2, 2)",targeted,True,0.5,"(None, 10, 0)",{0},0.5,2,0.5,0.5,0.0,1.0,1.0,1.0,0.0
True,BERT4Rec,ml-100k,2048,20,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"(None, 10, 0)",{0},0.55,100,0.48,0.38,0.29,1.0,0.79,0.58,0.47
True,BERT4Rec,ml-100k,2048,30,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"(None, 10, 0)",{0},0.51,100,0.43,0.35,0.3,1.0,0.75,0.57,0.46
True,BERT4Rec,ml-100k,2048,30,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"(None, 10, 0)",{1},0.4,35,0.2571428571428571,0.14285714285714285,0.11428571428571428,1.0,0.6,0.3142857142857143,0.2
True,BERT4Rec,ml-100k,4096,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.7,"(None, 10, 0)",{0},0.56,100,0.24,0.16,0.11,1.0,0.37,0.22,0.13
True,BERT4Rec,ml-100k,4096,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.7,"(None, 10, 0)",{1},0.33,100,0.09,0.04,0.03,1.0,0.22,0.11,0.03
True,BERT4Rec,ml-100k,4096,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.7,"(None, 10, 0)",{2},0.336734693877551,98,0.09183673469387756,0.04081632653061224,0.01020408163265306,0.9795918367346939,0.2653061224489796,0.15306122448979592,0.061224489795918366
True,BERT4Rec,ml-100k,4096,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.7,"(None, 10, 0)",{3},0.7096774193548387,31,0.1935483870967742,0.03225806451612903,0.03225806451612903,1.0,0.3225806451612903,0.06451612903225806,0.06451612903225806
True,BERT4Rec,ml-100k,4096,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.7,"(None, 10, 5)",{0},0.45,100,0.17,0.15,0.11,1.0,0.37,0.22,0.13
True,BERT4Rec,ml-100k,4096,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.7,"(None, 10, 5)",{1},0.34,100,0.09,0.05,0.03,1.0,0.22,0.11,0.03
True,BERT4Rec,ml-100k,4096,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.7,"(None, 10, 5)",{2},0.08163265306122448,98,0.02040816326530612,0.0,0.0,0.9795918367346939,0.2653061224489796,0.15306122448979592,0.061224489795918366
True,BERT4Rec,ml-100k,4096,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.7,"(None, 10, 5)",{3},0.5483870967741935,31,0.0967741935483871,0.0,0.0,1.0,0.3225806451612903,0.06451612903225806,0.06451612903225806
True,BERT4Rec,ml-100k,4096,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.7,"(None, 5, 0)",{0},0.57,100,0.24,0.16,0.11,1.0,0.37,0.22,0.13
True,BERT4Rec,ml-100k,4096,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.7,"(None, 5, 0)",{1},0.32,100,0.08,0.04,0.03,1.0,0.22,0.11,0.03
True,BERT4Rec,ml-100k,4096,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.7,"(None, 5, 0)",{2},0.336734693877551,98,0.09183673469387756,0.061224489795918366,0.02040816326530612,0.9795918367346939,0.2653061224489796,0.15306122448979592,0.061224489795918366
True,BERT4Rec,ml-100k,4096,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.7,"(None, 5, 0)",{3},0.7096774193548387,31,0.1935483870967742,0.03225806451612903,0.03225806451612903,1.0,0.3225806451612903,0.06451612903225806,0.06451612903225806
True,BERT4Rec,ml-100k,4096,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.7,"(None, 5, 5)",{0},0.45,100,0.17,0.15,0.11,1.0,0.37,0.22,0.13
True,BERT4Rec,ml-100k,4096,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.7,"(None, 5, 5)",{1},0.34,100,0.09,0.05,0.03,1.0,0.22,0.11,0.03
True,BERT4Rec,ml-100k,4096,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.7,"(None, 5, 5)",{2},0.09183673469387756,98,0.030612244897959183,0.01020408163265306,0.01020408163265306,0.9795918367346939,0.2653061224489796,0.15306122448979592,0.061224489795918366
True,BERT4Rec,ml-100k,4096,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.7,"(None, 5, 5)",{3},0.5806451612903226,31,0.0967741935483871,0.0,0.0,1.0,0.3225806451612903,0.06451612903225806,0.06451612903225806
True,BERT4Rec,ml-100k,4096,20,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.7,"(None, 10, 0)",{0},0.5172413793103449,58,0.22413793103448276,0.15517241379310345,0.13793103448275862,1.0,0.3448275862068966,0.1896551724137931,0.13793103448275862
True,BERT4Rec,ml-100k,4096,20,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.7,"(None, 10, 5)",{0},1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0
True,BERT4Rec,ml-100k,4096,20,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.7,"(None, 5, 0)",{0},1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0
True,BERT4Rec,ml-100k,4096,20,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.7,"(None, 5, 5)",{0},1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0
True,BERT4Rec,ml-100k,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"(None, 10, 0)",{0},0.5225,400,0.495,0.4175,0.355,1.0,0.75,0.6225,0.51
True,BERT4Rec,ml-100k,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"(None, 10, 0)",{1},0.296875,320,0.21875,0.14375,0.103125,1.0,0.6125,0.346875,0.2
True,BERT4Rec,ml-100k,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"(None, 10, 5)",{0},0.48,200,0.435,0.385,0.3,1.0,0.75,0.625,0.5
True,BERT4Rec,ml-100k,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"(None, 5, 0)",{0},0.63,200,0.55,0.48,0.39,1.0,0.75,0.625,0.5
True,BERT4Rec,ml-100k,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"(None, 5, 5)",{0},0.46,200,0.44,0.385,0.3,1.0,0.75,0.625,0.5
True,BERT4Rec,ml-100k,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.7,"(None, 10, 0)",{0},0.58,100,0.19,0.15,0.11,1.0,0.33,0.25,0.17
True,BERT4Rec,ml-100k,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.7,"(None, 10, 0)",{1},0.44,100,0.11,0.07,0.03,1.0,0.18,0.1,0.03
True,BERT4Rec,ml-100k,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.7,"(None, 10, 0)",{2},0.4,100,0.08,0.06,0.01,0.95,0.21,0.14,0.04
True,BERT4Rec,ml-100k,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.7,"(None, 10, 0)",{3},0.7058823529411765,51,0.23529411764705882,0.09803921568627451,0.0784313725490196,1.0,0.21568627450980393,0.11764705882352941,0.0784313725490196
True,BERT4Rec,ml-100k,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"(None, 10, 0)",{0},0.585,200,0.49,0.41,0.355,1.0,0.745,0.56,0.485
True,BERT4Rec,ml-100k,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"(None, 10, 0)",{10},0.43,100,0.18,0.1,0.07,1.0,0.38,0.25,0.19
True,BERT4Rec,ml-100k,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"(None, 10, 0)",{11},0.34,100,0.18,0.12,0.07,0.97,0.41,0.21,0.11
True,BERT4Rec,ml-100k,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"(None, 10, 0)",{12},0.3,100,0.1,0.0,0.0,1.0,0.39,0.08,0.01
True,BERT4Rec,ml-100k,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"(None, 10, 0)",{13},0.53,100,0.44,0.27,0.11,1.0,0.56,0.27,0.19
True,BERT4Rec,ml-100k,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"(None, 10, 0)",{14},0.49,100,0.32,0.2,0.11,1.0,0.48,0.29,0.13
True,BERT4Rec,ml-100k,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"(None, 10, 0)",{15},0.54,100,0.38,0.2,0.17,1.0,0.53,0.34,0.19
True,BERT4Rec,ml-100k,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"(None, 10, 0)",{16},0.37,100,0.14,0.02,0.0,1.0,0.34,0.08,0.01
True,BERT4Rec,ml-100k,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"(None, 10, 0)",{17},0.18,100,0.04,0.0,0.0,0.92,0.13,0.01,0.0
True,BERT4Rec,ml-100k,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"(None, 10, 0)",{1},0.425,200,0.3,0.175,0.105,1.0,0.57,0.335,0.195
True,BERT4Rec,ml-100k,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"(None, 10, 0)",{2},0.245,200,0.165,0.13,0.085,0.965,0.47,0.28,0.19
True,BERT4Rec,ml-100k,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"(None, 10, 0)",{3},0.605,200,0.445,0.38,0.275,1.0,0.565,0.49,0.375
True,BERT4Rec,ml-100k,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"(None, 10, 0)",{5},0.37,200,0.15,0.06,0.005,1.0,0.37,0.075,0.01
True,BERT4Rec,ml-100k,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"(None, 10, 0)",{6},0.185,200,0.0,0.0,0.0,0.875,0.005,0.0,0.0
True,BERT4Rec,ml-100k,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"(None, 10, 0)",{7},0.62,200,0.515,0.43,0.36,1.0,0.645,0.525,0.42
True,BERT4Rec,ml-100k,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"(None, 10, 0)",{8},0.18478260869565216,184,0.05434782608695652,0.005434782608695652,0.0,0.8586956521739131,0.24456521739130435,0.03260869565217391,0.005434782608695652
True,BERT4Rec,ml-100k,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"(None, 10, 0)",{9},0.21,100,0.05,0.0,0.0,0.95,0.27,0.0,0.0
True,BERT4Rec,ml-100k,8192,10,0,0.85,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"(None, 10, 0)",{0},0.4,5,0.4,0.0,0.0,1.0,0.4,0.2,0.2
True,BERT4Rec,ml-100k,8192,20,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"(None, 10, 0)",{0},0.6891891891891891,74,0.6351351351351351,0.4594594594594595,0.40540540540540543,1.0,0.7297297297297297,0.5135135135135135,0.43243243243243246
True,BERT4Rec,ml-100k,8192,20,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"(None, 10, 0)",{0},0.6,100,0.61,0.46,0.37,1.0,0.79,0.61,0.47
True,BERT4Rec,ml-100k,16384,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"(None, 10, 0)",{0},0.5494505494505495,91,0.4835164835164835,0.4065934065934066,0.2857142857142857,1.0,0.7472527472527473,0.4945054945054945,0.3516483516483517
True,BERT4Rec,ml-100k,16384,20,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"(None, 10, 0)",{0},0.69,100,0.63,0.45,0.38,1.0,0.76,0.56,0.44
True,BERT4Rec,ml-100k,32768,20,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"(None, 10, 0)",{0},0.7083333333333334,24,0.5,0.3333333333333333,0.3333333333333333,1.0,0.7083333333333334,0.6666666666666666,0.4166666666666667
