position,avg
49,18.77961358112587
48,34.342307647148616
47,41.955846610856064
46,49.47669325464521
45,44.87133043083064
44,57.999219851771834
43,53.13542131144452
42,48.13499930840518
41,57.30049174459426
40,59.062021784138985
39,68.00912173312929
38,63.094788009721846
37,60.791636125149495
36,54.09918128346825
