determinism,model,dataset,pop_size,generations,halloffame_ratio,fitness_alpha,allowed_mutations,include_sink,mut_prob,crossover_prob,genetic_topk,mutation_params,generation_strategy,ignore_genetic_split,jaccard_threshold,seed,target,targeted,categorized,baseline,split,count,fidelity_score_at_1,fidelity_score_at_5,fidelity_score_at_10,fidelity_score_at_20
True,GRU4Rec,ml-1m,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,15,728,True,False,random,"(None, 10, None)",104,0.0,0.0,0.0,0.0
True,GRU4Rec,ml-1m,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,15,2005,True,False,educated,"(None, 10, None)",104,0.0,0.0,0.0,0.0
True,GRU4Rec,ml-1m,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,15,2005,True,False,random,"(None, 10, None)",104,0.0,0.0,0.0,0.0
True,GRU4Rec,ml-1m,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,15,2738,True,False,educated,"(None, 10, None)",104,0.0,0.0,0.0,0.0
True,GRU4Rec,ml-1m,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,15,2738,True,False,random,"(None, 10, None)",104,0.0,0.0,0.0,0.0
True,GRU4Rec,ml-1m,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,15,2858,True,False,educated,"(None, 10, None)",104,0.0,0.0,0.0,0.0
True,GRU4Rec,ml-1m,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,15,2858,True,False,random,"(None, 10, None)",104,0.0,0.0,0.0,0.0
True,GRU4Rec,ml-1m,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,15,Action,True,True,educated,"(None, 10, None)",104,0.27884615384615385,0.2980769230769231,0.2980769230769231,0.2980769230769231
True,GRU4Rec,ml-1m,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,15,Action,True,True,random,"(None, 10, None)",104,0.27884615384615385,0.2980769230769231,0.2980769230769231,0.2980769230769231
True,GRU4Rec,ml-1m,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,15,Adventure,True,True,educated,"(None, 10, None)",104,0.20192307692307693,0.16346153846153846,0.10576923076923077,0.0673076923076923
True,GRU4Rec,ml-1m,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,15,Adventure,True,True,random,"(None, 10, None)",104,0.20192307692307693,0.16346153846153846,0.10576923076923077,0.0673076923076923
True,GRU4Rec,ml-1m,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,15,Animation,True,True,educated,"(None, 10, None)",104,0.04807692307692308,0.038461538461538464,0.028846153846153848,0.0
True,GRU4Rec,ml-1m,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,15,Animation,True,True,random,"(None, 10, None)",104,0.04807692307692308,0.038461538461538464,0.028846153846153848,0.0
True,GRU4Rec,ml-1m,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,15,Drama,True,True,educated,"(None, 10, None)",104,0.34615384615384615,0.3076923076923077,0.21153846153846154,0.19230769230769232
True,GRU4Rec,ml-1m,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,15,Drama,True,True,random,"(None, 10, None)",104,0.34615384615384615,0.3076923076923077,0.21153846153846154,0.19230769230769232
True,GRU4Rec,ml-1m,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,15,Fantasy,True,True,educated,"(None, 10, None)",104,0.028846153846153848,0.019230769230769232,0.0,0.0
True,GRU4Rec,ml-1m,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,15,Fantasy,True,True,random,"(None, 10, None)",104,0.028846153846153848,0.019230769230769232,0.0,0.0
True,GRU4Rec,ml-1m,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,15,Horror,True,True,educated,"(None, 10, None)",104,0.057692307692307696,0.009615384615384616,0.009615384615384616,0.0
True,GRU4Rec,ml-1m,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,15,Horror,True,True,random,"(None, 10, None)",104,0.057692307692307696,0.009615384615384616,0.009615384615384616,0.0
True,GRU4Rec,ml-1m,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,15,NaN,False,False,random,"(None, 10, None)",104,1.0,1.0,1.0,1.0
True,GRU4Rec,ml-1m,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,15,NaN,False,True,random,"(None, 10, None)",104,1.0,0.7211538461538461,0.625,0.5576923076923077
True,GRU4Rec,ml-1m,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,101,728,True,False,educated,"(None, 10, None)",106,0.0,0.0,0.0,0.0
True,GRU4Rec,ml-1m,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,101,728,True,False,random,"(None, 10, None)",106,0.0,0.0,0.0,0.0
True,GRU4Rec,ml-1m,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,101,2005,True,False,educated,"(None, 10, None)",106,0.0,0.0,0.0,0.0
True,GRU4Rec,ml-1m,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,101,2005,True,False,random,"(None, 10, None)",106,0.0,0.0,0.0,0.0
True,GRU4Rec,ml-1m,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,101,2738,True,False,educated,"(None, 10, None)",106,0.0,0.0,0.0,0.0
True,GRU4Rec,ml-1m,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,101,2738,True,False,random,"(None, 10, None)",106,0.0,0.0,0.0,0.0
True,GRU4Rec,ml-1m,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,101,2858,True,False,educated,"(None, 10, None)",106,0.0,0.0,0.0,0.0
True,GRU4Rec,ml-1m,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,101,2858,True,False,random,"(None, 10, None)",106,0.0,0.0,0.0,0.0
True,GRU4Rec,ml-1m,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,101,Action,True,True,educated,"(None, 10, None)",106,0.32075471698113206,0.36792452830188677,0.32075471698113206,0.33962264150943394
True,GRU4Rec,ml-1m,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,101,Action,True,True,random,"(None, 10, None)",106,0.32075471698113206,0.36792452830188677,0.32075471698113206,0.33962264150943394
True,GRU4Rec,ml-1m,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,101,Adventure,True,True,educated,"(None, 10, None)",106,0.19811320754716982,0.16981132075471697,0.11320754716981132,0.09433962264150944
True,GRU4Rec,ml-1m,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,101,Adventure,True,True,random,"(None, 10, None)",106,0.19811320754716982,0.16981132075471697,0.11320754716981132,0.09433962264150944
True,GRU4Rec,ml-1m,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,101,Animation,True,True,educated,"(None, 10, None)",106,0.02830188679245283,0.018867924528301886,0.009433962264150943,0.009433962264150943
True,GRU4Rec,ml-1m,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,101,Animation,True,True,random,"(None, 10, None)",106,0.02830188679245283,0.018867924528301886,0.009433962264150943,0.009433962264150943
True,GRU4Rec,ml-1m,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,101,Drama,True,True,educated,"(None, 10, None)",106,0.32075471698113206,0.25471698113207547,0.16981132075471697,0.16037735849056603
True,GRU4Rec,ml-1m,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,101,Drama,True,True,random,"(None, 10, None)",106,0.32075471698113206,0.25471698113207547,0.16981132075471697,0.16037735849056603
True,GRU4Rec,ml-1m,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,101,Fantasy,True,True,educated,"(None, 10, None)",106,0.05660377358490566,0.018867924528301886,0.0,0.0
True,GRU4Rec,ml-1m,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,101,Fantasy,True,True,random,"(None, 10, None)",106,0.05660377358490566,0.018867924528301886,0.0,0.0
True,GRU4Rec,ml-1m,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,101,Horror,True,True,educated,"(None, 10, None)",106,0.04716981132075472,0.009433962264150943,0.0,0.0
True,GRU4Rec,ml-1m,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,101,Horror,True,True,random,"(None, 10, None)",106,0.04716981132075472,0.009433962264150943,0.0,0.0
True,GRU4Rec,ml-1m,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,101,NaN,False,False,random,"(None, 10, None)",106,0.9905660377358491,0.9905660377358491,1.0,1.0
True,GRU4Rec,ml-1m,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,101,NaN,False,True,random,"(None, 10, None)",106,0.9716981132075472,0.6226415094339622,0.5660377358490566,0.46226415094339623
True,GRU4Rec,steam,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,10,35140,True,False,educated,"(None, 10, None)",90,0.0,0.0,0.0,0.0
True,GRU4Rec,steam,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,10,35140,True,False,random,"(None, 10, None)",90,0.0,0.0,0.0,0.0
True,GRU4Rec,steam,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,10,271590,True,False,educated,"(None, 10, None)",90,0.0,0.0,0.0,0.0
True,GRU4Rec,steam,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,10,271590,True,False,random,"(None, 10, None)",90,0.0,0.0,0.0,0.0
True,GRU4Rec,steam,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,10,292140,True,False,educated,"(None, 10, None)",90,0.0,0.0,0.0,0.0
True,GRU4Rec,steam,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,10,292140,True,False,random,"(None, 10, None)",90,0.0,0.0,0.0,0.0
True,GRU4Rec,steam,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,10,582160,True,False,educated,"(None, 10, None)",90,0.0,0.0,0.0,0.0
True,GRU4Rec,steam,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,10,582160,True,False,random,"(None, 10, None)",90,0.0,0.0,0.0,0.0
True,GRU4Rec,steam,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,10,Action,True,True,educated,"(None, 10, None)",90,0.7333333333333333,0.8,0.8,0.8888888888888888
True,GRU4Rec,steam,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,10,Action,True,True,random,"(None, 10, None)",90,0.7333333333333333,0.8,0.8,0.8888888888888888
True,GRU4Rec,steam,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,10,Free to Play,True,True,educated,"(None, 10, None)",90,0.23333333333333334,0.12222222222222222,0.07777777777777778,0.011111111111111112
True,GRU4Rec,steam,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,10,Free to Play,True,True,random,"(None, 10, None)",90,0.23333333333333334,0.12222222222222222,0.07777777777777778,0.011111111111111112
True,GRU4Rec,steam,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,10,Indie,True,True,educated,"(None, 10, None)",90,0.3,0.43333333333333335,0.5333333333333333,0.5111111111111111
True,GRU4Rec,steam,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,10,Indie,True,True,random,"(None, 10, None)",90,0.3,0.43333333333333335,0.5333333333333333,0.5111111111111111
True,GRU4Rec,steam,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,10,NaN,False,False,random,"(None, 10, None)",90,1.0,1.0,1.0,1.0
True,GRU4Rec,steam,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,10,NaN,False,True,random,"(None, 10, None)",90,1.0,0.4222222222222222,0.2,0.08888888888888889
True,GRU4Rec,steam,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,10,Photo Editing,True,True,educated,"(None, 10, None)",90,0.0,0.0,0.0,0.0
True,GRU4Rec,steam,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,10,Photo Editing,True,True,random,"(None, 10, None)",90,0.0,0.0,0.0,0.0
True,GRU4Rec,steam,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,10,Sports,True,True,educated,"(None, 10, None)",90,0.03333333333333333,0.0,0.0,0.0
True,GRU4Rec,steam,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,10,Sports,True,True,random,"(None, 10, None)",90,0.03333333333333333,0.0,0.0,0.0
True,GRU4Rec,steam,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,15,35140,True,False,educated,"(None, 10, None)",92,0.0,0.0,0.0,0.0
True,GRU4Rec,steam,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,15,35140,True,False,random,"(None, 10, None)",92,0.0,0.0,0.0,0.0
True,GRU4Rec,steam,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,15,271590,True,False,educated,"(None, 10, None)",92,0.0,0.0,0.0,0.0
True,GRU4Rec,steam,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,15,271590,True,False,random,"(None, 10, None)",92,0.0,0.0,0.0,0.0
True,GRU4Rec,steam,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,15,292140,True,False,educated,"(None, 10, None)",92,0.0,0.0,0.0,0.0
True,GRU4Rec,steam,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,15,292140,True,False,random,"(None, 10, None)",92,0.0,0.0,0.0,0.0
True,GRU4Rec,steam,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,15,582160,True,False,educated,"(None, 10, None)",92,0.0,0.0,0.0,0.0
True,GRU4Rec,steam,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,15,582160,True,False,random,"(None, 10, None)",92,0.0,0.0,0.0,0.0
True,GRU4Rec,steam,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,15,Action,True,True,educated,"(None, 10, None)",92,0.6739130434782609,0.7608695652173914,0.8260869565217391,0.9239130434782609
True,GRU4Rec,steam,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,15,Action,True,True,random,"(None, 10, None)",92,0.6739130434782609,0.7608695652173914,0.8260869565217391,0.9239130434782609
True,GRU4Rec,steam,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,15,Free to Play,True,True,educated,"(None, 10, None)",92,0.20652173913043478,0.06521739130434782,0.05434782608695652,0.010869565217391304
True,GRU4Rec,steam,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,15,Free to Play,True,True,random,"(None, 10, None)",92,0.20652173913043478,0.06521739130434782,0.05434782608695652,0.010869565217391304
True,GRU4Rec,steam,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,15,Indie,True,True,educated,"(None, 10, None)",92,0.32608695652173914,0.4891304347826087,0.4782608695652174,0.4891304347826087
True,GRU4Rec,steam,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,15,Indie,True,True,random,"(None, 10, None)",92,0.32608695652173914,0.4891304347826087,0.4782608695652174,0.4891304347826087
True,GRU4Rec,steam,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,15,NaN,False,False,random,"(None, 10, None)",92,1.0,1.0,1.0,1.0
True,GRU4Rec,steam,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,15,NaN,False,True,random,"(None, 10, None)",92,1.0,0.41304347826086957,0.25,0.08695652173913043
True,GRU4Rec,steam,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,15,Photo Editing,True,True,educated,"(None, 10, None)",92,0.0,0.0,0.0,0.0
True,GRU4Rec,steam,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,15,Photo Editing,True,True,random,"(None, 10, None)",92,0.0,0.0,0.0,0.0
True,GRU4Rec,steam,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,15,Sports,True,True,educated,"(None, 10, None)",92,0.021739130434782608,0.010869565217391304,0.0,0.0
True,GRU4Rec,steam,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,15,Sports,True,True,random,"(None, 10, None)",92,0.021739130434782608,0.010869565217391304,0.0,0.0
True,GRU4Rec,steam,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,101,35140,True,False,educated,"(None, 10, None)",104,0.0,0.0,0.0,0.0
True,GRU4Rec,steam,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,101,35140,True,False,random,"(None, 10, None)",104,0.0,0.0,0.0,0.0
True,GRU4Rec,steam,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,101,271590,True,False,educated,"(None, 10, None)",104,0.0,0.0,0.0,0.0
True,GRU4Rec,steam,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,101,271590,True,False,random,"(None, 10, None)",104,0.0,0.0,0.0,0.0
True,GRU4Rec,steam,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,101,292140,True,False,educated,"(None, 10, None)",104,0.0,0.0,0.0,0.0
True,GRU4Rec,steam,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,101,292140,True,False,random,"(None, 10, None)",104,0.0,0.0,0.0,0.0
True,GRU4Rec,steam,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,101,582160,True,False,educated,"(None, 10, None)",104,0.0,0.0,0.0,0.0
True,GRU4Rec,steam,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,101,582160,True,False,random,"(None, 10, None)",104,0.0,0.0,0.0,0.0
True,GRU4Rec,steam,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,101,Action,True,True,educated,"(None, 10, None)",104,0.6442307692307693,0.7884615384615384,0.8653846153846154,0.9134615384615384
True,GRU4Rec,steam,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,101,Action,True,True,random,"(None, 10, None)",104,0.6442307692307693,0.7884615384615384,0.8653846153846154,0.9134615384615384
True,GRU4Rec,steam,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,101,Free to Play,True,True,educated,"(None, 10, None)",104,0.23076923076923078,0.14423076923076922,0.07692307692307693,0.0
True,GRU4Rec,steam,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,101,Free to Play,True,True,random,"(None, 10, None)",104,0.23076923076923078,0.14423076923076922,0.07692307692307693,0.0
True,GRU4Rec,steam,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,101,Indie,True,True,educated,"(None, 10, None)",104,0.2980769230769231,0.4519230769230769,0.49038461538461536,0.5192307692307693
True,GRU4Rec,steam,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,101,Indie,True,True,random,"(None, 10, None)",104,0.2980769230769231,0.4519230769230769,0.49038461538461536,0.5192307692307693
True,GRU4Rec,steam,1024,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,101,NaN,False,False,random,"(None, 10, None)",104,1.0,1.0,1.0,1.0
