tp,fp,tn,fn,precision,accuracy,recall,train_dataset_len,test_dataset_len,source_sequence_len,source_sequence,determinism,model,dataset,target_cat,pop_size,generations,halloffame_ratio,fitness_alpha,allowed_mutations,include_sink,mut_prob,crossover_prob,genetic_topk,mutation_params,generation_strategy,ignore_genetic_split,jaccard_threshold,timestamp
188,13,5470,7240,93.53,43.82,2.53,"(7966, 6190)","(7428, 5483)",50,"300,228,146,572,35,433,21,630,210,802,248,241,404,747,78,180,544,367,92,365,104,50,161,863,477,784,505,759,76,155,417,896,138,80,212,578,1008,833,166,152,1194,972,198,587,343,222,322,292,34,167",True,BERT4Rec,ml-100k,Action,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Mon, 20 Jan 2025 13:04:54"
802,675,5206,5064,54.3,51.14,13.67,"(7545, 7435)","(5866, 5881)",50,"252,569,1,361,61,158,653,864,52,275,99,421,498,666,78,874,503,635,29,358,388,210,365,31,13,586,44,243,290,145,1560,118,244,96,892,460,737,861,140,142,178,11,281,50,1380,190,332,229,1036,42",True,BERT4Rec,ml-100k,Action,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Mon, 20 Jan 2025 13:04:54"
212,23,5963,6289,90.21,49.45,3.26,"(7671, 7501)","(6501, 5986)",50,"12,53,503,877,372,78,267,74,125,11,142,863,358,696,154,13,389,306,50,210,502,662,182,428,25,199,24,104,1056,404,371,1077,491,648,191,137,578,351,511,279,414,234,243,42,307,365,1597,98,894,205",True,BERT4Rec,ml-100k,Action,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Mon, 20 Jan 2025 13:04:54"
424,340,4575,5992,55.5,44.12,6.61,"(7972, 6008)","(6416, 4915)",50,"104,417,199,365,268,78,281,805,2,214,961,944,488,270,595,207,105,879,1196,45,32,114,362,30,143,374,395,291,315,76,887,62,212,693,339,438,679,422,514,618,528,169,729,778,124,1087,884,893,1074,382",True,BERT4Rec,ml-100k,Action,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Mon, 20 Jan 2025 13:04:54"
2134,1012,4736,4990,67.83,53.37,29.96,"(8024, 6716)","(7124, 5748)",50,"863,141,210,121,1077,1207,357,980,200,409,733,32,619,943,658,636,39,390,103,82,10,735,45,342,539,278,731,480,37,678,1355,192,754,258,497,263,113,509,400,865,217,368,1017,236,186,424,387,201,612,142",True,BERT4Rec,ml-100k,Action,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Mon, 20 Jan 2025 13:04:54"
264,412,4731,5489,39.05,45.84,4.59,"(7158, 6379)","(5753, 5143)",50,"475,183,254,459,297,574,955,1266,836,782,710,623,151,7,562,100,192,23,231,312,348,308,901,395,136,817,208,257,409,472,101,97,747,529,255,119,759,103,54,355,71,55,265,9,276,386,785,318,541,58",True,BERT4Rec,ml-100k,Action,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Mon, 20 Jan 2025 13:04:54"
737,26,6179,5320,96.59,56.4,12.17,"(7134, 7661)","(6057, 6205)",33,"59,365,53,358,191,190,182,88,11,87,306,475,77,629,13,459,574,183,254,553,69,104,404,121,375,552,231,901,524,119,21,835,269",True,BERT4Rec,ml-100k,Action,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Mon, 20 Jan 2025 13:04:54"
846,141,5847,5429,85.71,54.58,13.48,"(7220, 7425)","(6275, 5988)",31,"653,158,176,96,145,275,25,365,190,53,154,90,177,614,132,24,49,99,118,266,520,141,11,358,404,205,78,88,13,137,121",True,BERT4Rec,ml-100k,Action,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Mon, 20 Jan 2025 13:04:54"
616,111,5790,6534,84.73,49.08,8.62,"(7865, 6990)","(7150, 5901)",46,"158,61,653,96,176,145,99,340,52,210,90,190,50,87,13,863,260,53,78,936,862,358,141,503,69,25,24,365,645,121,182,676,526,410,341,905,1077,696,428,11,337,268,303,243,453,205",True,BERT4Rec,ml-100k,Action,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Mon, 20 Jan 2025 13:04:54"
240,74,5327,6074,76.43,47.52,3.8,"(7475, 6759)","(6314, 5401)",50,"434,445,7,212,477,367,147,202,165,418,1029,1111,475,544,469,250,484,1010,608,1447,721,387,1005,228,220,364,1071,56,384,699,158,163,802,254,528,742,590,979,426,991,995,851,581,294,140,621,131,290,5,262",True,BERT4Rec,ml-100k,Action,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Mon, 20 Jan 2025 15:06:16"
1782,751,5307,5389,70.35,53.59,24.85,"(8013, 6861)","(7171, 6058)",50,"572,199,104,615,498,22,696,67,390,78,255,192,319,230,241,321,217,227,500,330,101,400,294,222,670,32,265,114,201,322,473,90,82,620,531,954,312,50,186,210,298,519,167,503,391,290,243,310,190,365",True,BERT4Rec,ml-100k,Action,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Mon, 20 Jan 2025 15:06:16"
1284,667,4680,5545,65.81,48.98,18.8,"(8049, 6140)","(6829, 5347)",50,"399,754,474,310,662,569,1065,932,832,1138,866,1088,1223,330,1588,426,797,1233,222,460,718,482,1015,210,182,880,1179,1255,315,824,671,6,1458,552,1053,1392,1007,847,153,373,1021,451,64,337,1317,935,519,401,364,475",True,BERT4Rec,ml-100k,Action,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Mon, 20 Jan 2025 15:06:16"
188,64,4583,6438,74.6,42.32,2.84,"(7902, 5948)","(6626, 4647)",50,"171,781,292,457,916,210,590,404,279,901,1035,532,1037,551,259,924,1057,473,84,669,8,96,232,760,53,304,37,170,331,737,136,7,562,499,587,585,593,513,257,424,802,340,474,134,492,368,89,364,316,167",True,BERT4Rec,ml-100k,Action,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Mon, 20 Jan 2025 15:06:16"
718,21,6102,5700,97.16,54.38,11.19,"(7955, 7032)","(6418, 6123)",50,"682,121,1121,840,140,631,610,960,892,31,1197,531,632,1068,407,772,1030,677,482,738,873,676,511,524,1133,333,1012,127,1137,515,769,468,1211,1430,925,80,417,560,686,544,496,1071,1005,987,973,166,1257,758,555,185",True,BERT4Rec,ml-100k,Action,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Mon, 20 Jan 2025 15:06:16"
119,141,5390,6026,45.77,47.18,1.94,"(7426, 6964)","(6145, 5531)",50,"265,92,67,218,733,113,572,298,623,439,101,114,357,896,232,4,162,201,698,432,301,241,735,102,204,741,212,322,310,251,103,334,226,463,94,736,37,457,186,48,58,227,857,338,530,620,458,1172,1057,759",True,BERT4Rec,ml-100k,Action,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Mon, 20 Jan 2025 15:06:16"
3285,43,5898,2938,98.71,75.49,52.79,"(8146, 5405)","(6223, 5941)",50,"800,1259,1186,1022,183,7,544,830,297,979,232,15,376,1102,265,294,655,717,1215,386,955,1296,510,27,123,878,136,213,28,425,1304,888,1119,8,599,1110,1349,51,397,474,406,1277,541,607,466,739,1500,155,833,73",True,BERT4Rec,ml-100k,Action,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Mon, 20 Jan 2025 15:06:16"
551,76,5243,6637,87.88,46.33,7.67,"(7971, 6557)","(7188, 5319)",50,"1144,136,409,140,41,244,2,609,281,1104,520,269,420,45,620,617,227,192,27,133,248,324,424,290,720,961,951,116,131,270,105,214,253,752,891,49,512,185,326,852,882,347,73,1003,682,716,336,1481,1453,341",True,BERT4Rec,ml-100k,Action,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Mon, 20 Jan 2025 15:06:16"
1815,852,4773,5156,68.05,52.3,26.04,"(7886, 6904)","(6971, 5625)",50,"173,1321,560,1005,972,629,382,987,624,140,492,281,2,117,99,815,1024,332,158,96,340,498,194,417,521,242,208,507,1413,979,218,422,519,1040,775,556,210,103,453,333,169,614,928,353,55,367,480,686,389,1017",True,BERT4Rec,ml-100k,Action,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Mon, 20 Jan 2025 15:06:16"
1100,663,4209,5702,62.39,45.48,16.17,"(7411, 6137)","(6802, 4872)",50,"557,277,18,348,558,671,324,529,56,1055,381,405,428,11,105,335,2,140,131,116,12,956,492,392,667,1117,1258,96,99,900,340,669,823,372,611,448,643,146,473,22,106,678,572,115,539,204,619,7,865,720",True,BERT4Rec,ml-100k,Action,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Mon, 20 Jan 2025 15:06:16"
1059,34,5976,6042,96.89,53.66,14.91,"(7823, 6831)","(7101, 6010)",45,"158,653,61,44,96,99,188,145,118,176,53,25,121,141,531,84,567,358,205,125,328,435,11,78,88,644,553,863,532,365,260,69,1105,132,50,810,268,154,414,104,428,210,407,24,648",True,BERT4Rec,ml-100k,Action,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Mon, 20 Jan 2025 15:06:16"
2363,548,5109,4135,81.17,61.47,36.37,"(7820, 6894)","(6498, 5657)",50,"641,734,201,78,92,103,113,896,157,404,445,351,232,115,312,257,438,146,137,935,453,310,268,52,578,141,217,358,696,1078,281,911,321,57,943,364,522,671,749,76,560,711,759,477,173,63,162,630,472,58",True,BERT4Rec,ml-100k,Action,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Mon, 20 Jan 2025 15:06:16"
313,212,5567,5648,59.62,50.09,5.25,"(7059, 7240)","(5961, 5779)",26,"653,52,340,669,996,69,78,141,1035,90,345,410,526,50,503,25,210,531,87,24,174,453,594,190,79,180",True,BERT4Rec,ml-100k,Action,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Mon, 20 Jan 2025 15:06:16"
1205,22,6233,5014,98.21,59.63,19.38,"(7475, 7702)","(6219, 6255)",50,"25,503,84,696,78,365,11,13,125,182,358,26,205,526,174,351,141,383,88,414,404,1007,303,217,32,795,500,97,45,472,823,230,368,114,212,397,463,501,48,664,240,352,185,5,752,140,720,595,882,50",True,BERT4Rec,ml-100k,Action,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Mon, 20 Jan 2025 15:06:16"
420,72,5771,5036,85.37,54.79,7.7,"(6668, 7061)","(5456, 5843)",40,"653,1,361,290,275,145,816,176,861,96,99,188,117,900,154,25,1107,358,90,531,1115,601,182,190,53,447,615,428,306,365,69,1347,614,104,84,88,389,444,1085,24",True,BERT4Rec,ml-100k,Action,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Mon, 20 Jan 2025 15:06:16"
1132,488,4956,5400,69.88,50.84,17.33,"(7667, 6795)","(6532, 5444)",50,"104,219,545,89,254,338,505,199,404,636,241,798,493,368,274,726,257,192,37,115,23,312,278,232,25,201,572,103,348,218,33,658,151,358,119,1282,720,492,262,270,253,600,276,630,190,817,7,146,507,343",True,BERT4Rec,ml-100k,Action,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Mon, 20 Jan 2025 15:06:16"
982,267,5194,5639,78.62,51.12,14.83,"(7418, 6710)","(6621, 5461)",29,"240,775,26,142,873,862,453,907,487,87,25,769,696,515,414,511,132,1078,104,182,553,404,556,532,614,337,137,210,1019",True,BERT4Rec,ml-100k,Action,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Mon, 20 Jan 2025 15:06:16"
984,301,5766,5736,76.58,52.79,14.64,"(8017, 6956)","(6720, 6067)",50,"289,112,261,37,352,519,362,95,39,32,497,102,374,243,400,432,409,572,342,478,210,217,45,740,807,291,877,76,325,339,887,315,528,1224,143,1087,859,886,679,43,212,151,61,1027,64,624,820,674,158,30",True,BERT4Rec,ml-100k,Action,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Mon, 20 Jan 2025 15:06:16"
451,112,4951,5805,80.11,47.73,7.21,"(7750, 5999)","(6256, 5063)",50,"159,374,115,619,457,209,1488,348,148,220,137,48,318,98,453,7,544,147,376,15,590,55,370,830,26,831,1012,279,471,913,939,1229,699,198,927,532,875,297,1102,622,34,719,78,9,45,248,410,292,143,62",True,BERT4Rec,ml-100k,Action,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Mon, 20 Jan 2025 15:06:16"
394,8,6389,5751,98.01,54.08,6.41,"(7191, 7895)","(6145, 6397)",50,"418,477,706,364,212,436,148,590,1238,80,297,664,832,1096,376,329,528,339,4,16,220,875,887,144,835,886,147,605,608,1020,544,834,1055,1093,577,954,1114,774,979,38,78,1330,104,770,629,254,459,77,475,183",True,BERT4Rec,ml-100k,Action,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Mon, 20 Jan 2025 15:06:16"
1057,143,5748,5581,88.08,54.31,15.92,"(8002, 6910)","(6638, 5891)",50,"59,341,154,1207,874,142,356,393,50,936,69,210,149,388,31,53,598,141,407,676,78,535,428,159,104,526,421,267,178,1171,645,782,760,1077,29,11,862,268,1023,1610,24,503,1147,372,358,2,64,190,614,740",True,BERT4Rec,ml-100k,Action,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Mon, 20 Jan 2025 15:06:16"
1499,540,4740,4854,73.52,53.63,23.6,"(7507, 6530)","(6353, 5280)",24,"158,931,945,176,653,252,340,52,275,281,44,861,669,1003,99,1024,269,485,392,117,1230,1,929,49",True,BERT4Rec,ml-100k,Action,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Mon, 20 Jan 2025 15:06:16"
287,121,5573,5983,70.34,48.98,4.58,"(7384, 7172)","(6270, 5694)",50,"210,98,183,162,141,348,532,457,496,220,175,385,109,79,320,136,688,612,455,261,101,885,57,167,755,650,481,343,226,242,146,308,67,51,476,547,231,61,1144,461,34,284,276,294,703,87,131,720,154,361",True,BERT4Rec,ml-100k,Action,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Mon, 20 Jan 2025 15:06:16"
1652,925,4919,5462,64.11,50.71,23.22,"(7686, 6437)","(7114, 5844)",36,"158,41,653,269,99,96,669,25,53,69,199,182,13,404,141,358,526,90,121,210,178,11,341,84,24,407,553,107,197,657,113,461,514,310,27,351",True,BERT4Rec,ml-100k,Action,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Mon, 20 Jan 2025 15:06:16"
1083,569,4960,6128,65.56,47.43,15.02,"(8025, 6775)","(7211, 5529)",50,"348,251,768,889,241,57,343,59,97,1020,946,52,1094,756,648,569,282,120,633,231,572,747,427,624,200,76,84,1078,1030,1168,54,503,303,260,528,1127,600,982,548,997,1083,99,174,1023,720,598,1,357,631,146",True,BERT4Rec,ml-100k,Action,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Mon, 20 Jan 2025 15:06:16"
999,28,5921,5557,97.27,55.34,15.24,"(7830, 7466)","(6556, 5949)",50,"461,35,562,545,509,688,30,378,497,255,58,41,263,192,696,658,201,95,623,755,245,167,300,424,180,844,375,380,37,141,404,303,298,495,536,1017,97,865,54,240,202,391,248,507,455,11,383,1003,90,492",True,BERT4Rec,ml-100k,Action,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Mon, 20 Jan 2025 15:06:16"
1243,92,4201,5538,93.11,49.16,18.33,"(7976, 5243)","(6781, 4293)",26,"798,285,129,733,874,177,510,300,95,259,109,301,885,650,146,612,37,661,187,186,633,111,175,402,257,670",True,BERT4Rec,ml-100k,Action,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Mon, 20 Jan 2025 15:06:16"
381,93,5081,6481,80.38,45.38,5.55,"(7806, 6391)","(6862, 5174)",31,"96,176,41,669,52,217,316,320,157,100,949,254,582,887,439,37,358,240,1052,357,1017,32,187,201,362,186,819,733,25,390,857",True,BERT4Rec,ml-100k,Action,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Mon, 20 Jan 2025 15:06:16"
1110,418,5704,5292,72.64,54.41,17.34,"(7896, 7006)","(6402, 6122)",50,"1492,294,47,375,167,519,292,67,284,27,878,727,71,545,481,346,832,1038,580,192,541,505,669,340,169,440,494,1174,1487,181,278,237,664,797,3,821,1349,364,435,35,304,973,415,14,268,614,870,1241,794,1340",True,BERT4Rec,ml-100k,Action,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Mon, 20 Jan 2025 15:06:16"
120,120,5291,5399,50.0,49.51,2.17,"(6880, 6822)","(5519, 5411)",50,"365,645,299,433,279,199,417,243,1007,168,652,912,763,677,517,871,229,705,972,132,351,166,174,565,127,850,524,775,535,720,894,99,266,41,31,12,936,306,573,52,1092,1012,435,70,769,487,140,815,105,1173",True,BERT4Rec,ml-100k,Action,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Mon, 20 Jan 2025 15:06:16"
2440,99,6300,4337,96.1,66.33,36.0,"(7278, 7882)","(6777, 6399)",50,"89,539,467,245,406,196,310,613,57,53,588,101,492,294,240,304,563,481,102,530,151,633,316,58,278,308,480,216,218,322,158,510,162,6,199,94,368,300,358,77,475,183,629,459,574,254,13,290,297,720",True,BERT4Rec,ml-100k,Action,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Mon, 20 Jan 2025 15:06:16"
1469,609,4940,4775,70.69,54.35,23.53,"(7874, 5931)","(6244, 5549)",19,"61,653,96,460,52,1003,732,669,99,224,945,1230,117,11,50,894,697,435,1019",True,BERT4Rec,ml-100k,Action,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Mon, 20 Jan 2025 15:06:16"
252,54,5868,5572,82.35,52.1,4.33,"(7321, 7406)","(5824, 5922)",50,"115,97,724,167,48,983,557,312,180,162,10,497,221,1029,364,529,821,38,222,106,308,34,634,551,818,448,969,324,292,363,946,304,489,338,310,204,147,77,950,54,588,558,581,541,655,730,751,507,802,254",True,BERT4Rec,ml-100k,Action,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Mon, 20 Jan 2025 15:06:16"
1593,493,5073,4695,76.37,56.23,25.33,"(8046, 6446)","(6288, 5566)",50,"611,854,294,436,9,660,390,348,304,547,633,221,566,645,428,48,322,591,205,321,61,78,405,330,493,401,437,513,57,33,202,162,228,1017,357,233,432,439,21,1025,115,529,694,443,316,131,720,365,624,118",True,BERT4Rec,ml-100k,Action,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Mon, 20 Jan 2025 15:06:16"
1894,366,5196,4715,83.81,58.25,28.66,"(7871, 6528)","(6609, 5562)",40,"158,61,653,176,377,905,303,78,349,553,972,84,53,358,87,178,912,204,1204,162,257,167,362,32,180,310,248,320,316,541,113,359,753,9,436,292,1009,668,468,543",True,BERT4Rec,ml-100k,Action,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Mon, 20 Jan 2025 15:06:16"
394,174,5084,6188,69.37,46.27,5.99,"(7084, 6497)","(6582, 5258)",22,"805,405,281,492,2,49,269,752,105,381,595,86,891,720,140,5,116,262,340,1024,354,1003",True,BERT4Rec,ml-100k,Action,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Mon, 20 Jan 2025 15:06:16"
211,9,6141,6421,95.91,49.69,3.18,"(8043, 6745)","(6632, 6150)",45,"290,158,96,361,99,104,978,78,13,40,433,696,69,53,503,60,1070,341,18,90,177,553,84,601,306,407,615,408,532,87,29,589,513,174,863,746,349,337,70,366,179,444,526,303,417",True,BERT4Rec,ml-100k,Action,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Mon, 20 Jan 2025 15:06:16"
549,534,5566,5501,50.69,50.33,9.07,"(7064, 7661)","(6050, 6100)",50,"319,106,623,248,439,438,77,507,670,755,1180,69,138,785,23,529,111,661,693,9,550,791,312,228,466,759,472,63,395,1073,558,362,784,741,474,167,136,304,950,24,889,599,115,802,284,358,53,190,310,493",True,BERT4Rec,ml-100k,Action,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Mon, 20 Jan 2025 15:06:16"
971,1027,4584,6048,48.6,43.98,13.83,"(7694, 7520)","(7019, 5611)",50,"279,191,229,1124,1176,640,511,1559,847,70,517,414,632,1105,657,488,78,290,404,356,503,87,696,589,401,535,74,59,428,358,662,190,73,410,2,332,64,740,433,772,366,243,281,752,653,720,158,326,131,492",True,BERT4Rec,ml-100k,Action,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Mon, 20 Jan 2025 15:06:16"
629,58,5961,5451,91.56,54.47,10.35,"(7916, 6909)","(6080, 6019)",50,"69,644,341,513,267,31,523,388,46,178,1115,53,205,407,13,1023,782,936,648,366,199,677,978,243,306,26,1423,484,488,645,393,84,1207,912,933,632,60,1124,189,42,234,515,137,191,404,1035,1007,197,79,157",True,BERT4Rec,ml-100k,Action,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Mon, 20 Jan 2025 15:06:16"
1533,134,5526,4959,91.96,58.09,23.61,"(8103, 6703)","(6492, 5660)",50,"421,117,145,815,190,25,1115,696,356,502,1077,11,358,771,410,50,53,210,535,29,223,159,513,178,141,365,84,404,303,1037,268,78,24,191,589,564,182,152,1529,491,243,862,922,978,446,1227,1614,683,177,1317",True,BERT4Rec,ml-100k,Action,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Mon, 20 Jan 2025 15:06:16"
2855,695,5252,3847,80.42,64.09,42.6,"(8042, 6961)","(6702, 5947)",50,"956,1000,926,745,149,762,891,579,692,1230,1059,207,1406,1193,892,555,246,631,326,960,332,1139,1390,57,1023,162,183,196,232,245,795,607,8,432,346,493,355,519,136,1050,77,1166,159,406,890,1055,28,948,345,832",True,BERT4Rec,ml-100k,Action,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Mon, 20 Jan 2025 15:06:16"
1357,887,5206,5363,60.47,51.22,20.19,"(7960, 6952)","(6720, 6093)",50,"608,294,180,7,348,330,531,544,69,359,18,240,32,1283,85,457,84,186,24,719,946,435,97,368,322,390,694,623,167,367,317,529,34,424,292,378,308,821,557,558,835,364,311,890,800,448,415,577,1020,206",True,BERT4Rec,ml-100k,Action,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Mon, 20 Jan 2025 15:06:16"
527,130,5741,6116,80.21,50.09,7.93,"(7783, 7027)","(6643, 5871)",50,"424,582,97,368,35,322,550,338,89,924,432,367,558,1024,357,631,492,354,289,433,180,34,16,222,671,292,823,448,557,587,208,551,304,343,529,364,446,182,835,608,679,1049,657,174,56,435,283,818,1057,487",True,BERT4Rec,ml-100k,Action,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Mon, 20 Jan 2025 15:06:16"
2597,97,4896,4058,96.4,64.33,39.02,"(7786, 5841)","(6655, 4993)",19,"73,492,569,290,2,140,361,61,96,864,1003,332,252,816,275,900,460,732,683",True,BERT4Rec,ml-100k,Action,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Mon, 20 Jan 2025 15:06:16"
