i,target,target_gt,position,count,k,ndcg,counterfactuals,alphabet_len,sequence,model,dataset,determinism,target_cat,pop_size,generations,halloffame_ratio,fitness_alpha,allowed_mutations,include_sink,mut_prob,crossover_prob,mutation_params,generation_strategy,jaccard_threshold,timestamp
0,Action,"[{'Drama'}, {'Drama'}, {'Drama'}, {'Horror'}, {'Drama', 'Action'}]",49,1,5,36.829,35.816,3705,"2720,365,1634,1229,140,351,1664,160,1534,1233,618,267,2490,213,2483,89,273,665,352,222,2265,2612,429,2492,2827,532,1002,202,821,1615,1284,830,176,1116,2626,23,415,1988,694,133,1536,510,290,152,204,1034,1273,289,462,165",BERT4Rec,ml-1m,True,['Animation'],2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,"(1, 1, 1)",targeted,0.5,"Mon, 23 Dec 2024 18:37:38"
